2018-11-26 07:39:06,153 [Worker-3] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-11-26 08:31:29,255 [Worker-2611] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using NULL lifecycle mapping for MavenProject: com.itheima:bos-parent:0.0.1-SNAPSHOT @ D:\oxygen\BOS\bos-parent\pom.xml.
2018-11-26 08:35:31,224 [Worker-2801] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using NULL lifecycle mapping for MavenProject: com.itheima:bos-parent:0.0.1-SNAPSHOT @ D:\oxygen\BOS\bos-parent\pom.xml.
2018-11-26 08:35:37,958 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://maven.aliyun.com/nexus/content/groups/public/org/apache/cxf/cxf-parent/3.0.1/cxf-parent-3.0.1.pom
2018-11-26 08:35:38,274 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.aliyun.com/nexus/content/groups/public/org/apache/cxf/cxf-parent/3.0.1/cxf-parent-3.0.1.pom
2018-11-26 08:35:38,453 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://maven.aliyun.com/nexus/content/groups/public/org/apache/cxf/cxf/3.0.1/cxf-3.0.1.pom
2018-11-26 08:35:38,630 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.aliyun.com/nexus/content/groups/public/org/apache/cxf/cxf/3.0.1/cxf-3.0.1.pom
2018-11-26 08:35:38,789 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://maven.aliyun.com/nexus/content/groups/public/xml-resolver/xml-resolver/1.2/xml-resolver-1.2.pom
2018-11-26 08:35:38,894 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.aliyun.com/nexus/content/groups/public/xml-resolver/xml-resolver/1.2/xml-resolver-1.2.pom
2018-11-26 08:35:38,991 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://maven.aliyun.com/nexus/content/groups/public/asm/asm/3.3.1/asm-3.3.1.pom
2018-11-26 08:35:39,193 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.aliyun.com/nexus/content/groups/public/asm/asm/3.3.1/asm-3.3.1.pom
2018-11-26 08:35:39,279 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://maven.aliyun.com/nexus/content/groups/public/asm/asm-parent/3.3.1/asm-parent-3.3.1.pom
2018-11-26 08:35:39,380 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.aliyun.com/nexus/content/groups/public/asm/asm-parent/3.3.1/asm-parent-3.3.1.pom
2018-11-26 08:35:39,517 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://maven.aliyun.com/nexus/content/groups/public/org/apache/cxf/cxf-core/3.0.1/cxf-core-3.0.1.pom
2018-11-26 08:35:39,639 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.aliyun.com/nexus/content/groups/public/org/apache/cxf/cxf-core/3.0.1/cxf-core-3.0.1.pom
2018-11-26 08:35:39,925 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://maven.aliyun.com/nexus/content/groups/public/org/codehaus/woodstox/woodstox-core-asl/4.4.0/woodstox-core-asl-4.4.0.pom
2018-11-26 08:35:40,052 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.aliyun.com/nexus/content/groups/public/org/codehaus/woodstox/woodstox-core-asl/4.4.0/woodstox-core-asl-4.4.0.pom
2018-11-26 08:35:40,146 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://maven.aliyun.com/nexus/content/groups/public/org/codehaus/woodstox/stax2-api/3.1.4/stax2-api-3.1.4.pom
2018-11-26 08:35:40,242 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.aliyun.com/nexus/content/groups/public/org/codehaus/woodstox/stax2-api/3.1.4/stax2-api-3.1.4.pom
2018-11-26 08:35:40,369 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://maven.aliyun.com/nexus/content/groups/public/org/apache/ws/xmlschema/xmlschema-core/2.1.0/xmlschema-core-2.1.0.pom
2018-11-26 08:35:40,582 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.aliyun.com/nexus/content/groups/public/org/apache/ws/xmlschema/xmlschema-core/2.1.0/xmlschema-core-2.1.0.pom
2018-11-26 08:35:40,728 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://maven.aliyun.com/nexus/content/groups/public/org/apache/ws/xmlschema/xmlschema/2.1.0/xmlschema-2.1.0.pom
2018-11-26 08:35:40,885 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.aliyun.com/nexus/content/groups/public/org/apache/ws/xmlschema/xmlschema/2.1.0/xmlschema-2.1.0.pom
2018-11-26 08:35:41,036 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://maven.aliyun.com/nexus/content/groups/public/org/apache/cxf/cxf-rt-bindings-soap/3.0.1/cxf-rt-bindings-soap-3.0.1.pom
2018-11-26 08:35:41,135 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.aliyun.com/nexus/content/groups/public/org/apache/cxf/cxf-rt-bindings-soap/3.0.1/cxf-rt-bindings-soap-3.0.1.pom
2018-11-26 08:35:41,336 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://maven.aliyun.com/nexus/content/groups/public/org/apache/cxf/cxf-rt-wsdl/3.0.1/cxf-rt-wsdl-3.0.1.pom
2018-11-26 08:35:41,437 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.aliyun.com/nexus/content/groups/public/org/apache/cxf/cxf-rt-wsdl/3.0.1/cxf-rt-wsdl-3.0.1.pom
2018-11-26 08:35:41,549 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://maven.aliyun.com/nexus/content/groups/public/wsdl4j/wsdl4j/1.6.3/wsdl4j-1.6.3.pom
2018-11-26 08:35:41,681 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.aliyun.com/nexus/content/groups/public/wsdl4j/wsdl4j/1.6.3/wsdl4j-1.6.3.pom
2018-11-26 08:35:42,019 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://maven.aliyun.com/nexus/content/groups/public/org/apache/cxf/cxf-rt-databinding-jaxb/3.0.1/cxf-rt-databinding-jaxb-3.0.1.pom
2018-11-26 08:35:42,128 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.aliyun.com/nexus/content/groups/public/org/apache/cxf/cxf-rt-databinding-jaxb/3.0.1/cxf-rt-databinding-jaxb-3.0.1.pom
2018-11-26 08:35:42,253 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://maven.aliyun.com/nexus/content/groups/public/com/sun/xml/bind/jaxb-impl/2.2.10-b140310.1920/jaxb-impl-2.2.10-b140310.1920.pom
2018-11-26 08:35:42,360 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.aliyun.com/nexus/content/groups/public/com/sun/xml/bind/jaxb-impl/2.2.10-b140310.1920/jaxb-impl-2.2.10-b140310.1920.pom
2018-11-26 08:35:42,498 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://maven.aliyun.com/nexus/content/groups/public/com/sun/xml/bind/mvn/jaxb-bundles/2.2.10-b140310.1920/jaxb-bundles-2.2.10-b140310.1920.pom
2018-11-26 08:35:42,719 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.aliyun.com/nexus/content/groups/public/com/sun/xml/bind/mvn/jaxb-bundles/2.2.10-b140310.1920/jaxb-bundles-2.2.10-b140310.1920.pom
2018-11-26 08:35:42,817 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://maven.aliyun.com/nexus/content/groups/public/com/sun/xml/bind/mvn/jaxb-parent/2.2.10-b140310.1920/jaxb-parent-2.2.10-b140310.1920.pom
2018-11-26 08:35:42,941 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.aliyun.com/nexus/content/groups/public/com/sun/xml/bind/mvn/jaxb-parent/2.2.10-b140310.1920/jaxb-parent-2.2.10-b140310.1920.pom
2018-11-26 08:35:43,107 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://maven.aliyun.com/nexus/content/groups/public/com/sun/xml/bind/jaxb-bom-ext/2.2.10-b140310.1920/jaxb-bom-ext-2.2.10-b140310.1920.pom
2018-11-26 08:35:43,224 [Worker-2801] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.aliyun.com/nexus/content/groups/public/com/sun/xml/bind/jaxb-bom-ext/2.2.10-b140310.1920/jaxb-bom-ext-2.2.10-b140310.1920.pom
